personid,race,gender,drivercity,driverstate,dlstate,policeid,vehicleid,age,,,,,,,,,,,,,,,,,,,,,
p2824,BLACK,M,ADAMSTOWN,MD,MD,1136,v1708,47,,,,,,,,,,,,,,,,,,,,,
p2826,BLACK,M,ADAMSTOWN,MD,MD,1156,v3400,22,,,,,,,,,,,,,,,,,,,,,
p2827,WHITE,F,ADAMSTOWN,MD,MD,1138,v1709,23,,,,,,,,,,,,,,,,,,,,,
p2832,WHITE,M,ADAMSTOWN,MD,MD,1140,v1710,29,,,,,,,,,,,,,,,,,,,,,
p2833,BLACK,M,ACCOKEEK,MD,MD,1144,v2861,42,,,,,,,,,,,,,,,,,,,,,
p2835,WHITE,F,ADAMSTOWN,MD,MD,1142,v1711,46,,,,,,,,,,,,,,,,,,,,,
p2836,OTHER,M,ADELPHI,MD,MD,1100,v2314,60,,,,,,,,,,,,,,,,,,,,,
p2840,BLACK,M,ACCOKEEK,MD,MD,1146,v2862,55,,,,,,,,,,,,,,,,,,,,,
p2841,WHITE,F,ADAMSTOWN,MD,MD,1148,v1712,45,,,,,,,,,,,,,,,,,,,,,
p2842,BLACK,F,ADELPHI,MD,MD,1104,v2315,51,,,,,,,,,,,,,,,,,,,,,
p2845,OTHER,M,ADELPHI,MD,MD,1108,v2316,61,,,,,,,,,,,,,,,,,,,,,
p2846,OTHER,M,ADELPHI,MD,MD,1110,v2317,30,,,,,,,,,,,,,,,,,,,,,
p2847,BLACK,F,ADELPHI,MD,MD,1112,v2318,48,,,,,,,,,,,,,,,,,,,,,
p2851,BLACK,M,ACCOKEEK,MD,MD,1124,v2863,31,,,,,,,,,,,,,,,,,,,,,
p2857,BLACK,M,ADELPHI,MD,MD,1130,v2319,25,,,,,,,,,,,,,,,,,,,,,
p2858,OTHER,M,ADELPHI,MD,MD,1102,v2320,65,,,,,,,,,,,,,,,,,,,,,
p2859,WHITE,F,ADAMSTOWN,MD,MD,1124,v1406,41,,,,,,,,,,,,,,,,,,,,,
p2860,BLACK,F,ACCOKEEK,MD,MD,1132,v2864,50,,,,,,,,,,,,,,,,,,,,,
p2861,BLACK,F,ACCOKEEK,MD,MD,1136,v2865,58,,,,,,,,,,,,,,,,,,,,,
p2862,BLACK,M,ADELPHI,MD,MD,1106,v2321,57,,,,,,,,,,,,,,,,,,,,,
p2868,BLACK,M,ADELPHI,MD,MD,1126,v2322,32,,,,,,,,,,,,,,,,,,,,,
p2869,BLACK,M,ACCOKEEK,MD,MD,1138,v2866,21,,,,,,,,,,,,,,,,,,,,,
p2877,WHITE,F,ADAMSTOWN,MD,MD,1128,v1713,19,,,,,,,,,,,,,,,,,,,,,
p2878,WHITE,M,ADAMSTOWN,MD,MD,1112,v3295,53,,,,,,,,,,,,,,,,,,,,,
p2880,WHITE,M,ADAMSTOWN,MD,MD,1100,v1714,24,,,,,,,,,,,,,,,,,,,,,
p2881,BLACK,M,ADELPHI,MD,MD,1114,v2323,62,,,,,,,,,,,,,,,,,,,,,
p2883,BLACK,M,ADELPHI,MD,MD,1122,v2324,66,,,,,,,,,,,,,,,,,,,,,
p2885,BLACK,M,ADELPHI,MD,MD,1134,v2325,24,,,,,,,,,,,,,,,,,,,,,
p2887,BLACK,M,ADELPHI,MD,MD,1116,v2326,31,,,,,,,,,,,,,,,,,,,,,
p2888,HISPANIC,M,ACCOKEEK,MD,MD,1140,v2867,70,,,,,,,,,,,,,,,,,,,,,
p2893,WHITE,M,ADAMSTOWN,MD,MD,1132,v1407,57,,,,,,,,,,,,,,,,,,,,,
p2894,WHITE,F,ADAMSTOWN,MD,MD,1130,v3296,70,,,,,,,,,,,,,,,,,,,,,
p2898,HISPANIC,M,ACCOKEEK,MD,MD,1142,v2868,43,,,,,,,,,,,,,,,,,,,,,
p2902,WHITE,M,ADAMSTOWN,MD,MD,1104,v1715,19,,,,,,,,,,,,,,,,,,,,,
p2903,BLACK,M,ADELPHI,MD,MD,1120,v2327,58,,,,,,,,,,,,,,,,,,,,,
p2904,HISPANIC,M,ACCOKEEK,MD,MD,1148,v2869,52,,,,,,,,,,,,,,,,,,,,,
p2905,BLACK,M,ADAMSTOWN,MD,MD,1144,v3401,34,,,,,,,,,,,,,,,,,,,,,
p2906,BLACK,M,ADELPHI,MD,MD,1118,v2328,29,,,,,,,,,,,,,,,,,,,,,
p2907,WHITE,F,ADAMSTOWN,MD,MD,1108,v1716,59,,,,,,,,,,,,,,,,,,,,,
p2911,HISPANIC,M,ADELPHI,MD,MD,1150,v2329,62,,,,,,,,,,,,,,,,,,,,,
p2916,HISPANIC,M,ACCOKEEK,MD,MD,1128,v2870,41,,,,,,,,,,,,,,,,,,,,,
p2917,BLACK,M,ADELPHI,MD,MD,1158,v2330,41,,,,,,,,,,,,,,,,,,,,,
p2922,WHITE,M,ADAMSTOWN,MD,MD,1102,v3297,54,,,,,,,,,,,,,,,,,,,,,
p2926,HISPANIC,M,ADELPHI,MD,MD,1152,v2331,29,,,,,,,,,,,,,,,,,,,,,
p2931,HISPANIC,M,ADELPHI,MD,MD,1154,v2332,39,,,,,,,,,,,,,,,,,,,,,
p2932,WHITE,M,ADAMSTOWN,MD,MD,1136,v1408,58,,,,,,,,,,,,,,,,,,,,,
p2935,WHITE,M,ADAMSTOWN,MD,MD,1106,v3298,69,,,,,,,,,,,,,,,,,,,,,
p2936,BLACK,M,ACCOKEEK,MD,MD,1100,v2871,36,,,,,,,,,,,,,,,,,,,,,
p2941,BLACK,M,ACCOKEEK,MD,MD,1104,v2872,68,,,,,,,,,,,,,,,,,,,,,
p2946,BLACK,M,ACCOKEEK,MD,MD,1108,v2873,25,,,,,,,,,,,,,,,,,,,,,
p2950,WHITE,M,ADAMSTOWN,MD,MD,1146,v3402,64,,,,,,,,,,,,,,,,,,,,,
p2956,HISPANIC,M,ACCOKEEK,MD,MD,1110,v2874,68,,,,,,,,,,,,,,,,,,,,,
p2957,WHITE,M,ADELPHI,MD,MD,1156,v2333,27,,,,,,,,,,,,,,,,,,,,,
p2960,BLACK,M,ADELPHI,MD,MD,1144,v2334,56,,,,,,,,,,,,,,,,,,,,,
p2964,WHITE,M,ADAMSTOWN,MD,MD,1110,v1717,59,,,,,,,,,,,,,,,,,,,,,
p2965,HISPANIC,M,ADELPHI,MD,MD,1146,v2335,53,,,,,,,,,,,,,,,,,,,,,
p2967,BLACK,M,ADELPHI,MD,MD,1124,v2336,64,,,,,,,,,,,,,,,,,,,,,
p2969,HISPANIC,M,ADELPHI,MD,MD,1132,v2337,40,,,,,,,,,,,,,,,,,,,,,
p2972,HISPANIC,M,ADELPHI,MD,MD,1136,v2338,45,,,,,,,,,,,,,,,,,,,,,
p2973,WHITE,M,ADAMSTOWN,MD,MD,1138,v1409,23,,,,,,,,,,,,,,,,,,,,,
p2976,HISPANIC,F,ADELPHI,MD,MD,1154,v3129,36,,,,,,,,,,,,,,,,,,,,,
p2981,BLACK,M,ADELPHI,MD,MD,1138,v2339,47,,,,,,,,,,,,,,,,,,,,,
p2985,BLACK,M,ADELPHI,MD,MD,1140,v2340,24,,,,,,,,,,,,,,,,,,,,,
p2988,WHITE,M,ADAMSTOWN,MD,MD,1126,v3299,39,,,,,,,,,,,,,,,,,,,,,
p2990,HISPANIC,F,ADELPHI,MD,MD,1156,v3130,60,,,,,,,,,,,,,,,,,,,,,
p2995,OTHER,M,ADELPHI,MD,MD,1142,v2341,68,,,,,,,,,,,,,,,,,,,,,
p2999,HISPANIC,M,ADELPHI,MD,MD,1144,v3131,52,,,,,,,,,,,,,,,,,,,,,
p3004,WHITE,M,ADELPHI,MD,MD,1148,v2342,19,,,,,,,,,,,,,,,,,,,,,
p3006,WHITE,M,ADELPHI,MD,MD,1128,v2343,18,,,,,,,,,,,,,,,,,,,,,
p3008,HISPANIC,M,ADELPHI,MD,MD,1100,v2344,47,,,,,,,,,,,,,,,,,,,,,
p3009,BLACK,M,ADAMSTOWN,MD,MD,1114,v3300,26,,,,,,,,,,,,,,,,,,,,,
p3013,HISPANIC,M,ADELPHI,MD,MD,1104,v2345,37,,,,,,,,,,,,,,,,,,,,,
p3015,WHITE,M,ADELPHI,MD,MD,1108,v2346,54,,,,,,,,,,,,,,,,,,,,,
p3017,WHITE,M,ADAMSTOWN,MD,MD,1112,v1718,38,,,,,,,,,,,,,,,,,,,,,
p3018,HISPANIC,F,ADELPHI,MD,MD,1110,v2347,61,,,,,,,,,,,,,,,,,,,,,
p3019,WHITE,F,ADAMSTOWN,MD,MD,1130,v1719,19,,,,,,,,,,,,,,,,,,,,,
p3022,WHITE,F,ADAMSTOWN,MD,MD,1102,v1720,53,,,,,,,,,,,,,,,,,,,,,
p3024,HISPANIC,M,ACCOKEEK,MD,MD,1112,v2875,51,,,,,,,,,,,,,,,,,,,,,
p3026,BLACK,M,ADAMSTOWN,MD,MD,1140,v1410,43,,,,,,,,,,,,,,,,,,,,,
p3028,BLACK,M,ADELPHI,MD,,1112,v2348,52,,,,,,,,,,,,,,,,,,,,,
p3029,BLACK,M,ADELPHI,MD,,1130,v2349,47,,,,,,,,,,,,,,,,,,,,,
p3034,WHITE,F,ADELPHI,MD,MD,1102,v2350,43,,,,,,,,,,,,,,,,,,,,,
p3037,HISPANIC,M,ADELPHI,MD,MD,1106,v2351,68,,,,,,,,,,,,,,,,,,,,,
p3041,ASIAN,M,ADAMSTOWN,MD,MD,1106,v1721,21,,,,,,,,,,,,,,,,,,,,,
p3042,WHITE,F,ADAMSTOWN,MD,MD,1142,v1411,28,,,,,,,,,,,,,,,,,,,,,
p3043,WHITE,F,ADAMSTOWN,MD,MD,1148,v1412,70,,,,,,,,,,,,,,,,,,,,,
p3044,BLACK,M,ADAMSTOWN,MD,MD,1128,v1413,41,,,,,,,,,,,,,,,,,,,,,
p3046,HISPANIC,M,ADELPHI,MD,MD,1126,v2352,49,,,,,,,,,,,,,,,,,,,,,
p3047,HISPANIC,M,ADELPHI,MD,MD,1114,v2353,25,,,,,,,,,,,,,,,,,,,,,
p3053,BLACK,M,ADELPHI,MD,MD,1122,v2354,20,,,,,,,,,,,,,,,,,,,,,
p3055,WHITE,M,ADELPHI,MD,MD,1134,v2355,65,,,,,,,,,,,,,,,,,,,,,
p3057,WHITE,M,ADAMSTOWN,MD,MD,1126,v1722,20,,,,,,,,,,,,,,,,,,,,,
p3061,HISPANIC,M,ADELPHI,MD,MD,1146,v3132,40,,,,,,,,,,,,,,,,,,,,,
p3062,WHITE,M,ADAMSTOWN,MD,MD,1100,v1414,32,,,,,,,,,,,,,,,,,,,,,
p3065,WHITE,F,ADAMSTOWN,MD,MD,1104,v1415,29,,,,,,,,,,,,,,,,,,,,,
p3069,HISPANIC,M,ADELPHI,MD,MD,1116,v2356,28,,,,,,,,,,,,,,,,,,,,,
p3072,WHITE,M,ADAMSTOWN,MD,MD,1122,v3301,35,,,,,,,,,,,,,,,,,,,,,
p3074,BLACK,F,ADELPHI,MD,MD,1120,v2357,28,,,,,,,,,,,,,,,,,,,,,
p3080,BLACK,M,ADELPHI,MD,MD,1118,v2358,36,,,,,,,,,,,,,,,,,,,,,
p3084,WHITE,M,ADELPHI,MD,MD,1150,v2359,31,,,,,,,,,,,,,,,,,,,,,
p3086,BLACK,F,ACCOKEEK,MD,MD,1130,v2876,64,,,,,,,,,,,,,,,,,,,,,
p3087,WHITE,M,ADAMSTOWN,MD,MD,1134,v3302,25,,,,,,,,,,,,,,,,,,,,,
p3091,BLACK,M,ADELPHI,MD,MD,1158,v2360,37,,,,,,,,,,,,,,,,,,,,,
p3092,WHITE,M,ADAMSTOWN,MD,MD,1116,v3303,46,,,,,,,,,,,,,,,,,,,,,
p3097,WHITE,M,ADAMSTOWN,MD,MD,1108,v1416,49,,,,,,,,,,,,,,,,,,,,,
p3099,HISPANIC,M,ADELPHI,MD,MD,1124,v3133,39,,,,,,,,,,,,,,,,,,,,,
p3100,ASIAN,M,ADELPHI,MD,MD,1152,v2361,30,,,,,,,,,,,,,,,,,,,,,
p3101,BLACK,M,ADAMSTOWN,MD,MD,1114,v1723,68,,,,,,,,,,,,,,,,,,,,,
p3108,BLACK,M,ADAMSTOWN,MD,MD,1122,v1724,70,,,,,,,,,,,,,,,,,,,,,
p3111,HISPANIC,M,ADELPHI,MD,MD,1154,v2362,38,,,,,,,,,,,,,,,,,,,,,
p3114,WHITE,M,ADAMSTOWN,MD,MD,1110,v1417,55,,,,,,,,,,,,,,,,,,,,,
p3117,BLACK,F,ACCOKEEK,MD,MD,1102,v2877,64,,,,,,,,,,,,,,,,,,,,,
p3119,BLACK,M,ADELPHI,MD,MD,1156,v2363,67,,,,,,,,,,,,,,,,,,,,,
p3122,OTHER,M,ADELPHI,MD,MD,1144,v2364,46,,,,,,,,,,,,,,,,,,,,,
p3123,WHITE,F,ADAMSTOWN,MD,MD,1120,v3304,63,,,,,,,,,,,,,,,,,,,,,
p3125,WHITE,F,ADAMSTOWN,MD,MD,1112,v1418,22,,,,,,,,,,,,,,,,,,,,,
p3126,BLACK,M,ADAMSTOWN,MD,MD,1118,v3305,34,,,,,,,,,,,,,,,,,,,,,
p3128,BLACK,F,ADELPHI,MD,MD,1146,v2365,29,,,,,,,,,,,,,,,,,,,,,
p3129,BLACK,M,ADELPHI,MD,MD,1124,v2366,32,,,,,,,,,,,,,,,,,,,,,
p3130,BLACK,M,ACCOKEEK,MD,SC,1106,v2878,36,,,,,,,,,,,,,,,,,,,,,
p3131,WHITE,M,ADAMSTOWN,MD,MD,1124,v3403,52,,,,,,,,,,,,,,,,,,,,,
p3132,WHITE,M,ADAMSTOWN,MD,MD,1132,v3404,25,,,,,,,,,,,,,,,,,,,,,
p3138,BLACK,M,ACCOKEEK,MD,SC,1126,v2879,70,,,,,,,,,,,,,,,,,,,,,
p3139,BLACK,M,ACCOKEEK,MD,MD,1114,v2880,68,,,,,,,,,,,,,,,,,,,,,
p3140,BLACK,F,ADELPHI,MD,MD,1132,v2367,36,,,,,,,,,,,,,,,,,,,,,
p3145,WHITE,F,ADAMSTOWN,MD,MD,1134,v1725,41,,,,,,,,,,,,,,,,,,,,,
p3147,WHITE,M,ADAMSTOWN,MD,MD,1150,v3306,36,,,,,,,,,,,,,,,,,,,,,
p3151,BLACK,M,ADELPHI,MD,MD,1136,v2368,35,,,,,,,,,,,,,,,,,,,,,
p3153,WHITE,F,ADAMSTOWN,MD,MD,1116,v1726,30,,,,,,,,,,,,,,,,,,,,,
p3154,ASIAN,F,ADELPHI,MD,MD,1138,v2369,37,,,,,,,,,,,,,,,,,,,,,
p3162,HISPANIC,M,ADELPHI,MD,MD,1132,v3134,44,,,,,,,,,,,,,,,,,,,,,
p3164,BLACK,M,ACCOKEEK,MD,MD,1122,v2881,70,,,,,,,,,,,,,,,,,,,,,
p3165,BLACK,F,ADELPHI,MD,MD,1140,v2370,57,,,,,,,,,,,,,,,,,,,,,
p3172,BLACK,M,ADELPHI,MD,MD,1142,v2371,61,,,,,,,,,,,,,,,,,,,,,
p3173,WHITE,M,ADAMSTOWN,MD,MD,1158,v3307,44,,,,,,,,,,,,,,,,,,,,,
p3175,ASIAN,F,ADELPHI,MD,MD,1148,v2372,43,,,,,,,,,,,,,,,,,,,,,
p3176,WHITE,M,ADELPHI,MD,MD,1128,v2373,27,,,,,,,,,,,,,,,,,,,,,
p3180,BLACK,F,ACCOKEEK,MD,MD,1134,v2882,52,,,,,,,,,,,,,,,,,,,,,
p3186,HISPANIC,M,ADELPHI,MD,MD,1136,v3135,55,,,,,,,,,,,,,,,,,,,,,
p3192,BLACK,F,ACCOKEEK,MD,MD,1116,v2883,19,,,,,,,,,,,,,,,,,,,,,
p3194,WHITE,F,ADAMSTOWN,MD,MD,1120,v1727,59,,,,,,,,,,,,,,,,,,,,,
p3195,WHITE,M,ADELPHI,MD,MD,1100,v2374,48,,,,,,,,,,,,,,,,,,,,,
p3196,HISPANIC,F,ADELPHI,MD,MD,1104,v2375,42,,,,,,,,,,,,,,,,,,,,,
p3198,WHITE,F,ADAMSTOWN,MD,MD,1152,v3308,23,,,,,,,,,,,,,,,,,,,,,
p3199,WHITE,M,ADELPHI,MD,MD,1108,v2376,68,,,,,,,,,,,,,,,,,,,,,
p3205,BLACK,F,ACCOKEEK,MD,MD,1120,v2884,32,,,,,,,,,,,,,,,,,,,,,
p3207,HISPANIC,M,ADELPHI,MD,MD,1138,v3136,19,,,,,,,,,,,,,,,,,,,,,
p3211,BLACK,F,ACCOKEEK,MD,MD,1118,v2885,53,,,,,,,,,,,,,,,,,,,,,
p3213,WHITE,M,ADELPHI,MD,MD,1110,v2377,29,,,,,,,,,,,,,,,,,,,,,
p3214,HISPANIC,M,ADELPHI,MD,MD,1140,v3137,40,,,,,,,,,,,,,,,,,,,,,
p3220,WHITE,F,ADELPHI,MD,MD,1112,v2378,18,,,,,,,,,,,,,,,,,,,,,
p3223,WHITE,M,ADELPHI,MD,MD,1130,v2379,58,,,,,,,,,,,,,,,,,,,,,
p3224,WHITE,M,ADELPHI,MD,MD,1102,v2380,22,,,,,,,,,,,,,,,,,,,,,
p3225,WHITE,M,ADAMSTOWN,MD,MD,1130,v1419,68,,,,,,,,,,,,,,,,,,,,,
p3232,WHITE,F,ADELPHI,MD,MD,1106,v2381,67,,,,,,,,,,,,,,,,,,,,,
p3233,HISPANIC,F,ADAMSTOWN,MD,MD,1154,v3309,27,,,,,,,,,,,,,,,,,,,,,
p3237,BLACK,M,ACCOKEEK,MD,MD,1150,v2886,61,,,,,,,,,,,,,,,,,,,,,
p3238,WHITE,F,ADELPHI,MD,MD,1126,v2382,59,,,,,,,,,,,,,,,,,,,,,
p3239,HISPANIC,M,ADELPHI,MD,MD,1142,v3138,40,,,,,,,,,,,,,,,,,,,,,
p3241,BLACK,M,ADELPHI,MD,MD,1114,v2383,48,,,,,,,,,,,,,,,,,,,,,
p3245,WHITE,F,ADAMSTOWN,MD,MD,1118,v1728,44,,,,,,,,,,,,,,,,,,,,,
p3250,WHITE,F,ADELPHI,MD,MD,1122,v2384,32,,,,,,,,,,,,,,,,,,,,,
p3254,HISPANIC,M,ADELPHI,MD,MD,1148,v3139,63,,,,,,,,,,,,,,,,,,,,,
p3257,WHITE,F,ADELPHI,MD,MD,1134,v2385,28,,,,,,,,,,,,,,,,,,,,,
p3258,WHITE,M,ADAMSTOWN,MD,MD,1150,v1729,30,,,,,,,,,,,,,,,,,,,,,
p3261,HISPANIC,F,ADELPHI,MD,MD,1116,v2386,66,,,,,,,,,,,,,,,,,,,,,
p3264,WHITE,M,ADAMSTOWN,MD,MD,1136,v3405,53,,,,,,,,,,,,,,,,,,,,,
p3265,WHITE,M,ADAMSTOWN,MD,MD,1138,v3406,55,,,,,,,,,,,,,,,,,,,,,
p3266,BLACK,M,ADAMSTOWN,MD,MD,1158,v1730,56,,,,,,,,,,,,,,,,,,,,,
p3267,BLACK,M,ADAMSTOWN,MD,MD,1152,v1731,63,,,,,,,,,,,,,,,,,,,,,
p3269,WHITE,M,ADAMSTOWN,MD,MD,1102,v1420,37,,,,,,,,,,,,,,,,,,,,,
p3272,HISPANIC,M,ADELPHI,MD,MD,1128,v3140,65,,,,,,,,,,,,,,,,,,,,,
p3273,BLACK,M,ACCOKEEK,MD,MD,1158,v2887,58,,,,,,,,,,,,,,,,,,,,,
p3280,WHITE,F,ADELPHI,MD,MD,1120,v2387,19,,,,,,,,,,,,,,,,,,,,,
p3281,OTHER,M,ADAMSTOWN,MD,MD,1140,v3407,39,,,,,,,,,,,,,,,,,,,,,
p3283,WHITE,F,ADAMSTOWN,MD,MD,1106,v1421,63,,,,,,,,,,,,,,,,,,,,,
p3288,WHITE,F,ADELPHI,MD,MD,1118,v2388,62,,,,,,,,,,,,,,,,,,,,,
p3289,WHITE,M,ADAMSTOWN,MD,MD,1154,v1732,47,,,,,,,,,,,,,,,,,,,,,
p3292,BLACK,M,ACCOKEEK,MD,MD,1152,v2888,56,,,,,,,,,,,,,,,,,,,,,
p3296,WHITE,M,ADAMSTOWN,MD,MD,1156,v1733,70,,,,,,,,,,,,,,,,,,,,,
p3298,WHITE,M,ADAMSTOWN,MD,MD,1126,v1422,44,,,,,,,,,,,,,,,,,,,,,
p3299,BLACK,M,ADELPHI,MD,MD,1150,v2389,48,,,,,,,,,,,,,,,,,,,,,
p3302,HISPANIC,M,ACCOKEEK,MD,MD,1154,v2889,19,,,,,,,,,,,,,,,,,,,,,
p1118,HISPANIC,M,ACCOKEEK,MD,MD,1156,v2890,26,,,,,,,,,,,,,,,,,,,,,
p1124,WHITE,F,ADAMSTOWN,MD,MD,1144,v1734,27,,,,,,,,,,,,,,,,,,,,,
p1126,WHITE,F,ADAMSTOWN,MD,MD,1114,v1423,70,,,,,,,,,,,,,,,,,,,,,
p1139,WHITE,F,ADAMSTOWN,MD,MD,1122,v1424,32,,,,,,,,,,,,,,,,,,,,,
p1142,WHITE,M,ADAMSTOWN,MD,MD,1156,v3310,41,,,,,,,,,,,,,,,,,,,,,
p1149,WHITE,F,ADAMSTOWN,MD,MD,1144,v3311,39,,,,,,,,,,,,,,,,,,,,,
p1151,WHITE,M,ACCOKEEK,MD,MD,1144,v2891,55,,,,,,,,,,,,,,,,,,,,,
p1153,BLACK,M,ADELPHI,MD,MD,1158,v2390,18,,,,,,,,,,,,,,,,,,,,,
p1158,BLACK,M,ADELPHI,MD,MD,1152,v2391,42,,,,,,,,,,,,,,,,,,,,,
p1160,HISPANIC,M,ADELPHI,MD,MD,1154,v2392,57,,,,,,,,,,,,,,,,,,,,,
p1186,WHITE,F,ADAMSTOWN,MD,MD,1134,v1425,36,,,,,,,,,,,,,,,,,,,,,
p1187,WHITE,F,ADAMSTOWN,MD,MD,1146,v3312,29,,,,,,,,,,,,,,,,,,,,,
p1192,WHITE,M,ACCOKEEK,MD,MD,1146,v2892,22,,,,,,,,,,,,,,,,,,,,,
p1199,HISPANIC,M,ADELPHI,MD,MD,1156,v2393,32,,,,,,,,,,,,,,,,,,,,,
p1200,WHITE,M,ADAMSTOWN,MD,FL,1116,v1426,23,,,,,,,,,,,,,,,,,,,,,
p1205,WHITE,M,ADAMSTOWN,MD,MD,1124,v3313,66,,,,,,,,,,,,,,,,,,,,,
p1207,BLACK,M,ADELPHI,MD,MD,1100,v3141,21,,,,,,,,,,,,,,,,,,,,,
p1209,WHITE,M,ADAMSTOWN,MD,MD,1146,v1735,35,,,,,,,,,,,,,,,,,,,,,
p1210,HISPANIC,M,ADELPHI,MD,MD,1144,v2394,19,,,,,,,,,,,,,,,,,,,,,
p1221,WHITE,F,ADELPHI,MD,MD,1104,v3142,68,,,,,,,,,,,,,,,,,,,,,
p1228,HISPANIC,M,ADELPHI,MD,MD,1146,v2395,64,,,,,,,,,,,,,,,,,,,,,
p1241,WHITE,M,ACCOKEEK,MD,MD,1124,v2893,22,,,,,,,,,,,,,,,,,,,,,
p1245,WHITE,M,ADAMSTOWN,MD,MD,1124,v1736,56,,,,,,,,,,,,,,,,,,,,,
p1248,BLACK,F,ADELPHI,MD,MD,1124,v2396,29,,,,,,,,,,,,,,,,,,,,,
p1254,HISPANIC,M,ADELPHI,MD,MD,1132,v2397,60,,,,,,,,,,,,,,,,,,,,,
p1257,WHITE,M,ADAMSTOWN,MD,MD,1120,v1427,53,,,,,,,,,,,,,,,,,,,,,
p1258,BLACK,M,ADELPHI,MD,MD,1136,v2398,38,,,,,,,,,,,,,,,,,,,,,
p1264,BLACK,M,ADELPHI,MD,MD,1108,v3143,56,,,,,,,,,,,,,,,,,,,,,
p1267,BLACK,M,ACCOKEEK,MD,MD,1132,v2894,29,,,,,,,,,,,,,,,,,,,,,
p1273,ASIAN,M,ADDISON,IL,IL,1132,v1737,54,,,,,,,,,,,,,,,,,,,,,
p1278,BLACK,F,ADELPHI,MD,MD,1138,v2399,34,,,,,,,,,,,,,,,,,,,,,
p1285,HISPANIC,M,ACCOKEEK,MD,MD,1136,v2895,65,,,,,,,,,,,,,,,,,,,,,
p1288,HISPANIC,M,ADELPHI,MD,MD,1140,v2400,55,,,,,,,,,,,,,,,,,,,,,
p1290,HISPANIC,M,ADELPHI,MD,MD,1142,v2401,25,,,,,,,,,,,,,,,,,,,,,
p1293,HISPANIC,M,ADELPHI,MD,MD,1148,v2402,57,,,,,,,,,,,,,,,,,,,,,
p1297,ASIAN,M,ADDISON,IL,IL,1136,v1738,24,,,,,,,,,,,,,,,,,,,,,
p1303,OTHER,F,ADELPHI,MD,MD,1138,v1739,53,,,,,,,,,,,,,,,,,,,,,
p1313,HISPANIC,M,ADELPHI,MD,MD,1128,v2403,53,,,,,,,,,,,,,,,,,,,,,
p1334,WHITE,M,ADAMSTOWN,MD,MD,1118,v1428,30,,,,,,,,,,,,,,,,,,,,,
p1337,BLACK,M,ACCOKEEK,MD,MD,1138,v2896,50,,,,,,,,,,,,,,,,,,,,,
p1361,HISPANIC,M,ADELPHI,MD,MD,1100,v2404,53,,,,,,,,,,,,,,,,,,,,,
p1368,WHITE,M,ADAMSTOWN,MD,MD,1150,v1429,69,,,,,,,,,,,,,,,,,,,,,
p1372,HISPANIC,M,ADELPHI,MD,MD,1140,v1740,40,,,,,,,,,,,,,,,,,,,,,
p1373,BLACK,F,ADELPHI,MD,MD,1142,v1741,56,,,,,,,,,,,,,,,,,,,,,
p1374,BLACK,F,ACCOKEEK,MD,MD,1140,v2897,39,,,,,,,,,,,,,,,,,,,,,
p1383,BLACK,M,ADELPHI,MD,MD,1104,v2405,51,,,,,,,,,,,,,,,,,,,,,
p1386,HISPANIC,M,ADELPHI,MD,MD,1110,v3144,55,,,,,,,,,,,,,,,,,,,,,
p1414,HISPANIC,M,ADELPHI,MD,MD,1112,v3145,66,,,,,,,,,,,,,,,,,,,,,
p1418,HISPANIC,M,ADELPHI,MD,MD,1108,v2406,51,,,,,,,,,,,,,,,,,,,,,
p1420,HISPANIC,M,ADELPHI,MD,MD,1130,v3146,55,,,,,,,,,,,,,,,,,,,,,
p1433,WHITE,F,ADAMSTOWN,MD,MD,1158,v1430,34,,,,,,,,,,,,,,,,,,,,,
p1438,WHITE,F,ADAMSTOWN,MD,MD,1152,v1431,58,,,,,,,,,,,,,,,,,,,,,
p1441,HISPANIC,M,ADELPHI,MD,MD,1110,v2407,38,,,,,,,,,,,,,,,,,,,,,
p1455,HISPANIC,M,ADELPHI,MD,MD,1102,v3147,64,,,,,,,,,,,,,,,,,,,,,
p1460,BLACK,F,ADELPHI,MD,FL,1112,v2408,67,,,,,,,,,,,,,,,,,,,,,
p1470,HISPANIC,M,ADELPHI,MD,MD,1148,v1742,42,,,,,,,,,,,,,,,,,,,,,
p1477,ASIAN,M,ADELPHI,MD,MD,1130,v2409,27,,,,,,,,,,,,,,,,,,,,,
p1479,HISPANIC,M,ADELPHI,MD,MD,1128,v1743,62,,,,,,,,,,,,,,,,,,,,,
p1501,ASIAN,M,ADELPHI,MD,MD,1102,v2410,28,,,,,,,,,,,,,,,,,,,,,
p1507,WHITE,M,ADAMSTOWN,MD,NC,1154,v1432,22,,,,,,,,,,,,,,,,,,,,,
p1508,HISPANIC,F,ADELPHI,MD,MD,1106,v2411,68,,,,,,,,,,,,,,,,,,,,,
p1517,HISPANIC,M,ADELPHI,MD,MD,1126,v2412,45,,,,,,,,,,,,,,,,,,,,,
p1529,HISPANIC,M,ADELPHI,MD,MD,1114,v2413,49,,,,,,,,,,,,,,,,,,,,,
p1549,WHITE,M,ACWORTH,GA,GA,1142,v2898,65,,,,,,,,,,,,,,,,,,,,,
p1552,WHITE,M,ADAMSTOWN,MD,MD,1132,v3314,52,,,,,,,,,,,,,,,,,,,,,
p1554,WHITE,F,ADAMSTOWN,MD,MD,1136,v3315,69,,,,,,,,,,,,,,,,,,,,,
