vehicleid,vehicletype,year,make,model,color,personid
v3234,28 - Other,2011,HONDA,CRV 4D SUV,MAROON,p1357
v3235,02 - Automobile,2005,GMC,TK,SILVER,p1395
v3236,02 - Automobile,2005,GMC,TK,SILVER,p1413
v3237,02 - Automobile,2005,TOYOTA,RAV4,SILVER,p1429
v3238,02 - Automobile,2005,GMC,TK,SILVER,p1430
v3239,02 - Automobile,2008,HOND,4S,BLACK,p1444
v3240,02 - Automobile,2001,VOLKSWAGON,PASSAT,SILVER,p1465
v3241,02 - Automobile,2001,NISSAN,XTERRA,SILVER,p1485
v3242,02 - Automobile,2001,VOLKSWAGON,PASSAT,SILVER,p1516
v3243,02 - Automobile,2012,FORD,FUSION,WHITE,p1531
v3244,02 - Automobile,2001,VOLKSWAGON,PASSAT,SILVER,p1541
v3245,02 - Automobile,2009,MERCURY,MARINER,GRAY,p1547
v3246,02 - Automobile,2001,VOLKSWAGON,PASSAT,SILVER,p1548
v3247,02 - Automobile,2010,TOYT,4S,RED,p1576
v3248,02 - Automobile,2004,HONDA,CONV,RED,p1581
v3249,02 - Automobile,1996,MAZDA,4S 626,GOLD,p1592
v3250,02 - Automobile,2009,MERCURY,MARINER,GRAY,p1601
v3251,02 - Automobile,2001,VOLKSWAGON,PASSAT,SILVER,p1603
v3252,02 - Automobile,2004,HONDA,CONV,RED,p1608
v3253,02 - Automobile,1996,MAZDA,4S 626,GOLD,p1649
v3254,02 - Automobile,2009,MERCURY,MARINER,GRAY,p1666
v3255,02 - Automobile,2004,HONDA,CONV,RED,p1726
v3256,02 - Automobile,1996,MAZDA,4S 626,GOLD,p1767
v3257,02 - Automobile,2003,VOLKSWAGON,GTI,SILVER,p1784
v3258,02 - Automobile,2009,MERCURY,MARINER,GRAY,p1788
v3259,02 - Automobile,2004,HONDA,CONV,RED,p1792
v3260,02 - Automobile,2014,FORD,E-250,WHITE,p1805
v3261,02 - Automobile,2003,VOLKSWAGON,GTI,SILVER,p1812
v3262,02 - Automobile,2015,NISSAN,SENTRA,SILVER,p1818
v3263,02 - Automobile,2004,HONDA,CONV,RED,p1822
v3264,05 - Light Duty Truck,2007,FRHT,TK,WHITE,p1829
v3265,02 - Automobile,2003,VOLKSWAGON,GTI,SILVER,p1856
v3266,02 - Automobile,2004,HONDA,CONV,RED,p1865
v3267,02 - Automobile,2003,VOLKSWAGON,GTI,SILVER,p1868
v3268,02 - Automobile,2011,TOYOTA,TUNDRA,SILVER,p1870
v3269,02 - Automobile,2003,VOLKSWAGON,GTI,SILVER,p1895
v3270,02 - Automobile,2003,VOLKSWAGON,GTI,SILVER,p1901
v3271,02 - Automobile,2002,TOYT,4S,SILVER,p1902
v3272,02 - Automobile,2000,DODGE,RAM,BLACK,p1940
v3273,02 - Automobile,2009,TOYOTA,COROLLA,RED,p1953
v3274,02 - Automobile,2003,VOLKSWAGON,GTI,SILVER,p1955
v3275,02 - Automobile,2000,DODGE,RAM,BLACK,p1984
v3276,02 - Automobile,2005,TOYOTA,TUNDRA,SILVER,p1994
v3277,02 - Automobile,2009,TOYOTA,COROLLA,RED,p2056
v3278,02 - Automobile,2000,DODGE,RAM,BLACK,p2086
v3279,02 - Automobile,2005,TOYOTA,TUNDRA,SILVER,p2107
v3280,02 - Automobile,2009,TOYOTA,COROLLA,RED,p2122
v3281,02 - Automobile,1997,BMW,528I,"GREEN, LGT",p2138
v3282,02 - Automobile,2005,TOYOTA,TUNDRA,SILVER,p2175
v3283,02 - Automobile,2009,TOYOTA,COROLLA,RED,p2179
v3284,02 - Automobile,1997,BMW,528I,"GREEN, LGT",p2187
v3285,02 - Automobile,2005,TOYOTA,TUNDRA,SILVER,p2211
v3286,02 - Automobile,2009,TOYOTA,COROLLA,RED,p2220
v3287,02 - Automobile,1999,HONDA,CIVIC,"GREEN, DK",p2230
v3288,02 - Automobile,2005,TOYOTA,TUNDRA,SILVER,p2236
v3289,02 - Automobile,2009,TOYOTA,COROLLA,RED,p2237
v3290,02 - Automobile,1999,HONDA,CIVIC,"GREEN, DK",p2246
v3291,02 - Automobile,2005,TOYOTA,TUNDRA,SILVER,p2250
v3292,02 - Automobile,1998,HONDA,4S,GREEN,p2254
v3293,02 - Automobile,1999,HONDA,CIVIC,"GREEN, DK",p2272
v3294,02 - Automobile,2005,TOYOTA,TUNDRA,SILVER,p2279
v3295,02 - Automobile,2005,TOYOTA,TUNDRA,SILVER,p2388
v3296,02 - Automobile,2010,DODG,4S,SILVER,p2396
v3297,05 - Light Duty Truck,2003,ACURA,MDX,BLUE,p2407
v3298,02 - Automobile,2005,FORD,E350,WHITE,p2411
v3299,02 - Automobile,2005,NISSAN,PATHFINDER,WHITE,p2428
v3300,02 - Automobile,2005,TOYOTA,TUNDRA,SILVER,p2435
v3301,02 - Automobile,2005,FORD,E350,WHITE,p2461
v3302,02 - Automobile,2005,NISSAN,PATHFINDER,WHITE,p2466
v3303,02 - Automobile,2005,TOYOTA,TUNDRA,SILVER,p2468
v3304,02 - Automobile,2005,NISSAN,PATHFINDER,WHITE,p2479
v3305,02 - Automobile,2005,NISSAN,PATHFINDER,WHITE,p2481
v3306,02 - Automobile,1997,FORD,EXPLORER,RED,p2491
v3307,02 - Automobile,2002,TOY,SUV,SILVER,p2499
v3308,02 - Automobile,2000,TOYT,AVALON,"BLUE, DARK",p2508
v3309,02 - Automobile,2005,NISSAN,PATHFINDER,WHITE,p2520
v3310,02 - Automobile,2002,TOY,SUV,SILVER,p2552
v3311,02 - Automobile,2005,NISSAN,PATHFINDER,WHITE,p2553
v3312,02 - Automobile,2002,TOY,SUV,SILVER,p2559
v3313,02 - Automobile,1994,TOYT,4D,RED,p2563
v3314,02 - Automobile,2005,NISSAN,PATHFINDER,WHITE,p2612
v3315,02 - Automobile,2002,TOY,SUV,SILVER,p2613
v3316,02 - Automobile,2005,NISSAN,PATHFINDER,WHITE,p2614
v3317,02 - Automobile,2002,TOY,SUV,SILVER,p2671
v3318,02 - Automobile,2002,TOY,SUV,SILVER,p2689
v3319,02 - Automobile,1995,GMC,TK,"GREEN, DK",p2697
v3320,02 - Automobile,2002,TOY,SUV,SILVER,p2700
v3321,02 - Automobile,2002,TOY,SUV,SILVER,p2723
v3322,02 - Automobile,2002,TOY,SUV,SILVER,p2724
v3323,02 - Automobile,2012,NISSAN,MAXIMA,SILVER,p2747
v3324,02 - Automobile,2002,CHEVY,TRAILBLAZER,RED,p2751
v3325,02 - Automobile,2005,HONDA,4H,TAN,p2761
v3326,02 - Automobile,2005,HYUNDAI,TUCSON,WHITE,p2769
v3327,02 - Automobile,2004,SATU,4S,BROWN,p2799
v3328,02 - Automobile,2005,HONDA,4H,TAN,p2817
v3329,02 - Automobile,2005,HYUNDAI,TUCSON,WHITE,p2852
v3330,02 - Automobile,2002,INFINITI,I35,"GREEN, LGT",p2864
v3331,02 - Automobile,2005,HONDA,4H,TAN,p2896
v3332,02 - Automobile,2005,HYUNDAI,TUCSON,WHITE,p2901
v3333,02 - Automobile,2002,INFINITI,I35,"GREEN, LGT",p2915
v3334,02 - Automobile,2005,HONDA,4H,TAN,p2918
v3335,02 - Automobile,2005,HYUNDAI,TUCSON,WHITE,p2919
v3336,02 - Automobile,2005,HONDA,4H,TAN,p2921
v3337,02 - Automobile,2005,HYUNDAI,TUCSON,WHITE,p2928
v3338,29 - Unknown,,NONE,NONE,N/A,p2939
v3339,02 - Automobile,2005,HYUNDAI,TUCSON,WHITE,p2945
v3340,02 - Automobile,2005,HYUNDAI,TUCSON,WHITE,p2952
v3341,02 - Automobile,2005,HYUNDAI,TUCSON,WHITE,p2953
v3342,02 - Automobile,1996,HONDA,ACCORD,"BLUE, LIGHT",p2954
v3343,02 - Automobile,2005,HYUNDAI,TUCSON,WHITE,p2955
v3344,02 - Automobile,2002,HONDA,ACCORD,GREEN,p2974
v3345,02 - Automobile,1999,HONDA,ACCORD,WHITE,p3011
v3346,02 - Automobile,2002,HONDA,ACCORD,GREEN,p3039
v3347,02 - Automobile,2005,ACURA,RSX,BLACK,p3048
v3348,02 - Automobile,1995,TOYT,AVALON,WHITE,p3049
v3349,02 - Automobile,1999,HONDA,ACCORD,WHITE,p3088
v3350,02 - Automobile,2005,ACURA,RSX,BLACK,p3124
v3351,02 - Automobile,2011,CADILLAC,4S,BLACK,p3127
v3352,02 - Automobile,1999,HONDA,ACCORD,WHITE,p3160
v3353,02 - Automobile,2001,NISS,ALTIMA,GREEN,p3188
v3354,02 - Automobile,1998,HOND,4S,"GREEN, DK",p3203
v3355,02 - Automobile,2005,ACURA,RSX,BLACK,p3222
v3356,02 - Automobile,2011,CADILLAC,4S,BLACK,p3235
v3357,02 - Automobile,2001,NISS,ALTIMA,GREEN,p3242
v3358,02 - Automobile,1998,HOND,4S,"GREEN, DK",p3247
v3359,02 - Automobile,2005,ACURA,RSX,BLACK,p3276
v3360,02 - Automobile,2011,CADILLAC,4S,BLACK,p3282
v3361,02 - Automobile,1998,HOND,4S,"GREEN, DK",p3284
v3362,02 - Automobile,2005,ACURA,RSX,BLACK,p3293
v3363,02 - Automobile,1998,HOND,4S,"GREEN, DK",p3300
v3364,02 - Automobile,2005,ACURA,RSX,BLACK,p3301
v3365,02 - Automobile,2002,CHEVROLET,ASTRO VAN,WHITE,p3304
v3366,02 - Automobile,2011,MITSUBISHI,LANCER,ORANGE,p3305
v3367,02 - Automobile,1998,HOND,4S,"GREEN, DK",p1121
v3368,02 - Automobile,2005,ACURA,RSX,BLACK,p1138
v3369,02 - Automobile,2002,CHEVROLET,ASTRO VAN,WHITE,p1161
v3370,02 - Automobile,2005,ACURA,RSX,BLACK,p1208
v3371,02 - Automobile,2002,MERZ,CLK320,BLACK,p1224
v3372,02 - Automobile,2002,MERZ,CLK320,BLACK,p1244
v3373,02 - Automobile,2002,MERZ,CLK320,BLACK,p1246
v3374,02 - Automobile,2002,MERZ,CLK320,BLACK,p1259
v3375,02 - Automobile,1998,MERZ,C280,BLACK,p1274
v3376,02 - Automobile,2005,CHRY,VN,TAN,p1304
v3377,02 - Automobile,2002,MERZ,CLK320,BLACK,p1318
v3378,02 - Automobile,1998,MERZ,C280,BLACK,p1332
v3379,05 - Light Duty Truck,2002,CHEV,TK,BLUE,p1346
v3380,02 - Automobile,2013,HYUNDAI,SONATA,BLACK,p1397
v3381,02 - Automobile,2002,MERZ,CLK320,BLACK,p1402
v3382,02 - Automobile,1998,MERZ,C280,BLACK,p1484
v3383,02 - Automobile,2013,HYUNDAI,SONATA,BLACK,p1558
v3384,02 - Automobile,1998,MERZ,C280,BLACK,p1559
v3385,02 - Automobile,1998,MERZ,C280,BLACK,p1568
v3386,02 - Automobile,2005,MAZDA,3,GRAY,p1569
v3387,02 - Automobile,2004,DODGE,CARAVAN,SILVER,p1667
v3388,02 - Automobile,2004,DODGE,CARAVAN,SILVER,p1678
v3389,02 - Automobile,2004,DODGE,CARAVAN,SILVER,p1721
v3390,01 - Motorcycle,2003,NISSAN,MAXIMA,GRAY,p1739
v3391,02 - Automobile,2015,BMW,X5,SILVER,p1776
v3392,02 - Automobile,2011,NISSAN,VERSA,SILVER,p1777
v3393,02 - Automobile,2007,VOLKSWAGON,GOLF,GRAY,p1828
v3394,02 - Automobile,2011,NISSAN,VERSA,SILVER,p1887
v3395,02 - Automobile,2007,VOLKSWAGON,GOLF,GRAY,p1957
v3396,02 - Automobile,1997,BMW,528I,SILVER,p2065
v3397,02 - Automobile,1990,MAZD,2S,BLACK,p2126
v3398,06 - Heavy Duty Truck,1997,FORD,EXPEDITION,RED,p2129
v3399,02 - Automobile,2000,TOYT,4DR,BLACK,p2283
v3400,02 - Automobile,2000,TOYT,4DR,BLACK,p2366
v3401,02 - Automobile,2009,HONDA,2DR,WHITE,p2401
v3402,02 - Automobile,2001,FORD,EXPEDITION,BRONZE,p2415
v3403,02 - Automobile,2000,TOYT,4DR,BLACK,p2485
v3404,02 - Automobile,2009,HONDA,2DR,WHITE,p2486
v3405,02 - Automobile,1998,NISSAN,QUEST,GREEN,p2531
v3406,02 - Automobile,2009,HONDA,2DR,WHITE,p2532
v3407,02 - Automobile,1998,NISSAN,QUEST,GREEN,p2539
v3408,02 - Automobile,2009,HONDA,2DR,WHITE,p2648
v3409,02 - Automobile,2003,TOYOTA,CAMRY,SILVER,p2656
v3410,02 - Automobile,1998,NISSAN,QUEST,GREEN,p2662
v3411,02 - Automobile,2003,TOYOTA,CAMRY,SILVER,p2736
v3412,02 - Automobile,1998,NISSAN,QUEST,GREEN,p2756
v3413,02 - Automobile,2003,TOYOTA,CAMRY,SILVER,p2804
v3414,06 - Heavy Duty Truck,2004,FORD,ROLL OFF TRUCK,GREEN,p2910
v3415,02 - Automobile,1998,NISSAN,QUEST,GREEN,p2978
v3416,02 - Automobile,2003,TOYOTA,CAMRY,SILVER,p3002
v3417,02 - Automobile,1998,NISSAN,QUEST,GREEN,p3016
v3418,02 - Automobile,1998,NISSAN,QUEST,GREEN,p3023
v3419,02 - Automobile,1998,NISSAN,QUEST,GREEN,p3058
v3420,02 - Automobile,2006,SCION,2DR,GRAY,p3060
v3421,02 - Automobile,2006,HOND,4S,SILVER,p3070
v3422,02 - Automobile,2006,SCION,2DR,GRAY,p3081
v3423,02 - Automobile,2006,SCION,2DR,GRAY,p3121
v3424,28 - Other,2004,FORD,EXPLORER,"GREEN, DK",p3146
v3425,02 - Automobile,2006,SCION,2DR,GRAY,p3152
v3426,28 - Other,2004,FORD,EXPLORER,"GREEN, DK",p3201
v3427,02 - Automobile,2006,SCION,2DR,GRAY,p3229
v3428,28 - Other,2004,FORD,EXPLORER,"GREEN, DK",p3236
v3429,02 - Automobile,2006,SCION,2DR,GRAY,p3253
v3430,05 - Light Duty Truck,2002,FORD,TK,WHITE,p3279
