personid,dateofstop,timeofstop,agency,subagency,descrption,location,latitude,longitude,contributedaccident,belts,personalinjury,propertydamge,fatal,commerciallicense,hazmat,commericalvehicels,alcohol,workzone,accident
p1730,10/7/2016,0:04:00,MCP,"2nd district, Bethesda",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,NICHOLSON LA/ROCKVILLE PIKE,39.04478167,-77.11325167,No,No,Yes,No,No,No,No,No,No,Yes,Yes
p1731,1/19/2013,23:47:00,MCP,"2nd district, Bethesda",DRIVING MOTOR VEH WHILE LIC. SUSPENDED IN OTHER STATE FOR FAILURE TO APPEAR,WISCONSIN AVE @ WEST VIRGINIA AVE,38.99524612,-77.0962718,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes
p1732,6/3/2014,16:24:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,NB 270/ MIDDLEBROOK ROAD,39.16181833,-77.234325,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No
p1737,7/29/2013,10:07:00,MCP,"2nd district, Bethesda",FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR,W CEDAR LA @ ROCKVILLE PIKE,39.00503277,-77.10718945,Yes,No,No,Yes,No,No,No,No,No,No,Yes
p1738,9/16/2014,20:28:00,MCP,"2nd district, Bethesda",DRIVER CHANGING LANES WHEN UNSAFE,ROCKVILL PIKE / JONES BRIDGE,39.22928,-77.28307,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No
p1753,1/19/2013,23:47:00,MCP,"2nd district, Bethesda",POSSESSING SUSPENDED LIC.,WISCONSIN AVE @ WEST VIRGINIA AVE,38.99524612,-77.0962718,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No
p1758,9/20/2013,11:55:00,MCP,"2nd district, Bethesda",DRIVING VEH. WHILE WEARING EARPHONES,270/SPLIT,39.04118333,-77.146955,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No
p1769,2/5/2015,9:11:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,NB CONNECTICUT AVE/JONES BRIDGE RD,39.00025667,-77.07884833,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No
p1772,12/22/2013,1:23:00,MCP,"2nd district, Bethesda",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,WILSON LANE@ CORDELL AVE,,,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No
p1774,11/17/2015,22:52:00,MCP,"2nd district, Bethesda",FAILURE TO IMMEDIATELY STOP VEH. AT SCENE OF ACCIDENT INVOLVING BODILY INJURY,DEMOCRACY BLVD/ FERNWOOD,38.95027667,-76.94196833,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes
p1775,11/13/2012,18:42:00,MCP,"2nd district, Bethesda",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,EAST WEST HWY / GRUBB RD,38.99361483,-77.05244143,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
p1781,10/26/2016,18:22:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,ELM STREET @ ARLINGTON ROAD,38.98195,-77.09975,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes
p1783,5/7/2012,7:46:00,MCP,"2nd district, Bethesda",OPERATOR NOT RESTRAINED BY SEATBELT,EAST/WEST HWY @ WISCONSIN,,,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No
p1800,3/5/2013,11:10:00,MCP,"2nd district, Bethesda",EXCEEDING MAXIMUM SPEED: 58 MPH IN A POSTED 35 MPH ZONE,CLARABARTON PKWY/LOCK 6,38.94250833,-77.12286667,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes
p1809,1/7/2017,0:15:00,MCP,"2nd district, Bethesda",FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR,NB ROCKVILLE PIKE @ JONES BRIDGE RD,38.99625833,-77.09638667,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes
p1835,1/19/2013,23:47:00,MCP,"2nd district, Bethesda",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,WISCONSIN AVE @ WEST VIRGINIA AVE,38.99524612,-77.0962718,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No
p1875,9/12/2014,23:23:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO STOP AT STOP SIGN LINE,FAIRMONT AVE X NORFOLK AVE,38.989375,-77.09695333,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes
p1880,3/15/2012,9:50:00,MCP,"2nd district, Bethesda",DRIVING MOTOR VEH. WHILE LIC. SUSPENDED UNDER  26-206,CONN AVE ON E/B I495,39.01867255,-76.97485337,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No
p1881,5/26/2014,10:01:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,CONNECTICUT AVE/JONES BRIDGE,39.000415,-77.07876167,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No
p1882,12/1/2016,14:36:00,MCP,"2nd district, Bethesda",EXCEEDING THE POSTED SPEED LIMIT OF 55 MPH,SB 270 AT MONTROSE RD,39.03451833,-77.14416333,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No
p1884,11/17/2015,22:52:00,MCP,"2nd district, Bethesda","FAILURE TO RETURN TO & REMAIN AT SCENE OF ACCIDENTINVOLVING ATTENDED VEH.DAMAGE,PROPERTY DAMAGE",DEMOCRACY BLVD/ FERNWOOD,38.95027667,-76.94196833,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes
p1894,11/13/2012,18:42:00,MCP,"2nd district, Bethesda",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,EAST WEST HWY / GRUBB RD,38.99361483,-77.05244143,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes
p1913,9/11/2013,8:08:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,FALLS RD ON S/B I270,39.06854667,-77.15877333,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No
p1919,5/27/2014,10:14:00,MCP,"2nd district, Bethesda",OPERATOR NOT RESTRAINED BY SEATBELT,355 AT NICHOLSON,39.04864333,-77.11359,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes
p1922,11/17/2015,22:52:00,MCP,"2nd district, Bethesda","DRIVING VEH. ON HWY. WITH CANCELLED, SUSPENDED, REVOKED REG.",DEMOCRACY BLVD/ FERNWOOD,38.95027667,-76.94196833,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes
p1932,9/8/2016,23:29:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALK,WISCONSIN / CHASE,38.99479833,-77.09626833,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes
p1936,3/11/2013,5:00:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,ARLINGTON ST @ ELM ST,39.07388555,-77.09211195,No,No,Yes,No,No,Yes,Yes,No,No,No,No
p1945,12/4/2016,22:44:00,MCP,"2nd district, Bethesda",FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED,AVONDALE ST/355,38.98602167,-77.094275,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes
p1956,5/13/2014,22:53:00,MCP,"2nd district, Bethesda","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND",FALLS/RIVER,39.020425,-77.20791333,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes
p1958,9/9/2015,1:22:00,MCP,"2nd district, Bethesda",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,OLD GEORGETOWN RD @ SOUTH BROOK LA,38.99092667,-77.10427833,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No
p1983,6/3/2014,10:54:00,MCP,"2nd district, Bethesda",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,CONN AVE AT SAUL,39.01649667,-77.07837167,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
p1989,6/4/2015,15:37:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO USE SIGNAL LAMP BEFORE TURN,WOODFIELD RD/MAIN ST,39.28937333,-77.201055,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes
p1998,4/9/2012,16:48:00,MCP,"2nd district, Bethesda",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,"185 @ SAUL RD KENSINGTON, MD",,,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No
p2005,10/29/2015,8:26:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,LEXINGTON ST/ PERRY AVE,39.03042833,-77.07277333,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No
p2014,1/2/2016,1:55:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO REDUCE LIGHT DISTRIBUTION WHEN WITHIN 300 FEET OF APPROACHING VEH. FROM REAR,WISCONSIN AVE/  WEST VIRGINIA AV,38.99046833,-77.09522833,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
p2015,12/1/2016,14:36:00,MCP,"2nd district, Bethesda",FAILURE TO CARRY REGISTRATION CARD WITHIN VEHICLE,SB 270 AT MONTROSE RD,39.03451833,-77.14416333,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No
p2016,12/6/2016,0:39:00,MCP,"2nd district, Bethesda",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,EAST WEST HWY AT WISCONSIN AVE,38.98724833,-77.09829667,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No
p2030,5/17/2012,0:41:00,MCP,"2nd district, Bethesda","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON",NB 270/ DEMOCRACY BLVD,,,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No
p2038,4/27/2015,7:31:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,GLENDALE RD/ CLUB DR,38.98923,-77.07505,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes
p2044,12/17/2016,19:01:00,MCP,"2nd district, Bethesda",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,RANDOLPH RD X CHARLES RD,39.05473,-77.08624833,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No
p2053,12/22/2013,1:23:00,MCP,"2nd district, Bethesda",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,WILSON LANE@ CORDELL AVE,,,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No
p2057,3/5/2014,10:58:00,MCP,"2nd district, Bethesda",UNAUTHORIZED DISPLAY AND USE OF REGISTRATION PLATE,UNDERWOOD ST/CONNECTICUT AVE,38.98294667,-77.07775833,No,No,No,No,No,No,No,Yes,Yes,No,Yes
p2066,5/9/2012,11:11:00,MCP,"2nd district, Bethesda",OPERATOR NOT RESTRAINED BY SEATBELT,EAST WEST HWY AT WISCONSIN AVE,38.98545552,-77.0944395,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes
p2071,9/30/2013,20:06:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO EXERCISE DUE CARE TO AVOID PEDESTRIAN COLLISION,ROCKVILLE PIKE / EDSON LN,39.04042522,-77.10960728,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No
p2079,4/18/2012,22:26:00,MCP,"2nd district, Bethesda",EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,BRADLEY/BRADMOOR,38.99313382,-77.11974218,No,Yes,No,No,No,No,Yes,No,No,No,No
p2085,11/17/2015,22:52:00,MCP,"2nd district, Bethesda",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,DEMOCRACY BLVD/ FERNWOOD,38.95027667,-76.94196833,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No
p2099,11/13/2012,18:42:00,MCP,"2nd district, Bethesda",FAILURE YIELD RIGHT OF WAY ON U TURN,EAST WEST HWY / GRUBB RD,38.99361483,-77.05244143,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes
p2100,11/17/2015,22:52:00,MCP,"2nd district, Bethesda",OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY,DEMOCRACY BLVD/ FERNWOOD,38.95027667,-76.94196833,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
p2101,11/17/2015,22:52:00,MCP,"2nd district, Bethesda",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,DEMOCRACY BLVD/ FERNWOOD,38.95027667,-76.94196833,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes
p2102,10/7/2016,0:04:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO OBEY DESIGNATED LANE DIRECTIONS,NICHOLSON LA/ROCKVILLE PIKE,39.04478167,-77.11325167,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes
p2112,12/23/2012,0:57:00,MCP,"2nd district, Bethesda",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,9200 PINEY BRANCH RD,39.00127607,-76.98446768,No,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes
p2135,12/30/2014,16:07:00,MCP,"2nd district, Bethesda",FAILURE TO DISPLAY TAB ON PLATES OF VEH. AS REQUIRED BY ADM.,OLD GEORGETOWN  RD AT LONE OAK DR,39.28420833,-77.28332667,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes
p2141,12/17/2014,10:01:00,MCP,"2nd district, Bethesda",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,270 @ MONTROSE RD,39.04764667,-77.15036667,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes
p2143,12/17/2016,19:01:00,MCP,"2nd district, Bethesda",FALSIFYING/ATTEMPT FALSIFY WITH FRAUDULENT INTENT OFFICIAL DOCUMENT/PLATE ISSUED BY AD.,RANDOLPH RD X CHARLES RD,39.05473,-77.08624833,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No
p2153,12/23/2012,0:57:00,MCP,"2nd district, Bethesda",DRIVING WHILE IMPAIRED BY ALCOHOL,9200 PINEY BRANCH RD,39.00127607,-76.98446768,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes
p2185,5/11/2016,21:56:00,MCP,"2nd district, Bethesda",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY ~100,OL I495 / COLESVILLE RD,39.01649,-77.00886833,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No
p2190,5/19/2013,19:36:00,MCP,"2nd district, Bethesda",OPERATOR NOT RESTRAINED BY SEATBELT,NB ROCKVILLE PIKE @ OLD GEORGETOWN RD,39.04957333,-77.11358833,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes
p2200,2/5/2015,9:11:00,MCP,"2nd district, Bethesda",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,NB CONNECTICUT AVE/JONES BRIDGE RD,39.00025667,-77.07884833,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,No
p2205,2/27/2013,17:45:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,BEECH AVE @ LINDEN AVE,39.01273543,-77.10773132,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes
p2209,3/15/2012,9:50:00,MCP,"2nd district, Bethesda",POSSESSING SUSPENDED LIC.,CONN AVE ON E/B I495,39.01867255,-76.97485337,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes
p2213,11/17/2015,22:52:00,MCP,"2nd district, Bethesda",FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS,DEMOCRACY BLVD/ FERNWOOD,38.95027667,-76.94196833,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes
p2218,9/22/2016,9:45:00,MCP,"2nd district, Bethesda",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,OLD GEORGETOWN RD @ DEMOCRACY BLVD,39.02598667,-77.125905,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes
p2221,1/30/2012,15:47:00,MCP,"2nd district, Bethesda",FAILURE TO NOTIFY ADM. OF ADDRESS CHANGE WITHIN 30 DAYS,27/BRINK RD,39.2158046,-77.23879145,No,No,No,No,No,No,No,No,No,No,No
p2222,4/11/2012,15:46:00,MCP,"2nd district, Bethesda",FAILURE TO DRIVE VEHICLE ON RIGHT HALF OF ROADWAY WHEN REQUIRED,EAST-WEST HIGHWAY /  CONN AVE,38.99113387,-77.07678368,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes
p2229,3/26/2015,9:09:00,MCP,"2nd district, Bethesda",DRIVING VEHICLE ON HIGHWAY WITH AN EXPIRED LICENSE,OLD GEORGETOWN RD @ TUCKERMAN LA,39.03370167,-77.12537,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes
p2240,6/14/2016,6:21:00,MCP,"2nd district, Bethesda",EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH,BRADLEY BLVD @ WOODHAVEN BLVD,38.996545,-77.12909667,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No
p2260,3/23/2016,16:26:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,EAST WEST HWY/CHATHAM RD,38.98638833,-77.07986667,No,No,No,Yes,No,No,Yes,No,No,No,Yes
p2269,3/12/2012,17:55:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,ELM ST @ ARLINGTON RD,38.98185485,-77.0998373,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
p2289,3/15/2012,9:50:00,MCP,"2nd district, Bethesda",DRIVING MOTOR VEH. WHILE LIC. SUSPENDED UNDER 27-103,CONN AVE ON E/B I495,39.01867255,-76.97485337,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes
p2293,7/7/2014,7:19:00,MCP,"2nd district, Bethesda",FAILURE OF DRIVER TO MAKE LANE CHANGE TO AVAILABLELANE NOT IMMED. ADJACENT TO STOPPED EMERG. VEH.,270 @ 28 S/B,,,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No
p2295,10/22/2013,10:42:00,MCP,"2nd district, Bethesda",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,OLD GEORGETOWN RD AT ALTA VISTA DR,39.00605167,-77.11136333,No,No,No,Yes,Yes,Yes,No,No,No,No,No
p2296,12/3/2015,8:20:00,MCP,"2nd district, Bethesda",DRIVER WHEN TURNING LEFT FAIL TO YIELD RIGHT OF WAY TO VEHICLE APPROACHING FROM OPPOSITE DIRECTION,11530 ROCKVILLE PIKE,39.04639333,-77.11244667,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes
p2297,5/13/2014,8:49:00,MCP,"2nd district, Bethesda",OPERATOR NOT RESTRAINED BY SEATBELT,WISCONSIN AVE AT BATTERY LA,38.99257167,-77.095725,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes
p2304,8/7/2016,23:47:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,WISCONSIN AVE AT MAPLE AVE,38.99164,-77.09563833,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
p2312,4/15/2016,2:51:00,MCP,"2nd district, Bethesda",FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED,ROCKVILLE PIKE/ JONES BRIDGE RD,39.00420333,-77.09732833,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
p2350,12/22/2013,1:23:00,MCP,"2nd district, Bethesda",FAILURE TO SECURELY FASTEN REGISTRATION PLATE TO VEHICLE,WILSON LANE@ CORDELL AVE,,,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,No
p2351,7/12/2016,20:45:00,MCP,"2nd district, Bethesda",DISPLAY SUSPENDED LIC.,BRADLEY BLV / WISCONSIN AVE,38.97782,-77.091325,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No
p2352,8/28/2013,11:08:00,MCP,"2nd district, Bethesda",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,495 @ CONNECTICUT AVE  E/B RAMP,39.004155,-77.07884333,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes
p2358,11/17/2015,22:52:00,MCP,"2nd district, Bethesda",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,DEMOCRACY BLVD/ FERNWOOD,38.95027667,-76.94196833,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No
p2362,5/16/2016,13:10:00,MCP,"2nd district, Bethesda",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,JONESBRIDGE RD/355,38.99295667,-77.09707,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes
p2365,11/17/2015,22:52:00,MCP,"2nd district, Bethesda",FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION,DEMOCRACY BLVD/ FERNWOOD,38.95027667,-76.94196833,No,No,Yes,Yes,No,No,Yes,No,No,No,No
p2367,11/13/2012,18:42:00,MCP,"2nd district, Bethesda",KNOWINGLY DRIVING  UNINSURED VEHICLE,EAST WEST HWY / GRUBB RD,38.99361483,-77.05244143,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes
p2368,3/15/2012,9:50:00,MCP,"2nd district, Bethesda",DISPLAY SUSPENDED LIC.,CONN AVE ON E/B I495,39.01867255,-76.97485337,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No
p2370,5/21/2014,10:58:00,MCP,"2nd district, Bethesda",OPERATOR NOT RESTRAINED BY SEATBELT,MARINELLI RD AT ROCKVILLE PIKE,39.04707333,-77.11345,Yes,No,No,No,No,Yes,No,No,No,Yes,No
p2373,7/31/2014,18:19:00,MCP,"2nd district, Bethesda",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,MACARTHUR BLVD /CABIN JOHN PARKWAY,,,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No
p2387,3/31/2014,10:48:00,MCP,"2nd district, Bethesda",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,RIVER RD @ BRADLEY BLVD S/B,,,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes
p2389,5/24/2013,12:20:00,MCP,"2nd district, Bethesda",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,CONNECTICUT AVE/DUNLOP ST,38.99006,-77.07709333,No,No,No,Yes,Yes,No,Yes,No,No,No,No
p2398,12/16/2016,11:08:00,MCP,"2nd district, Bethesda",EXCEEDING MAXIMUM SPEED: 40 MPH IN A POSTED 35 MPH ZONE,W/B EAST-WEST HWY @ DONNYBROOK DR,38.99240833,-77.05820833,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes
p2403,7/7/2015,19:38:00,MCP,"2nd district, Bethesda",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,ALTA VISTA RD @ OLD GEORGETOWN RD,39.00638,-77.11202667,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
p2419,12/22/2013,1:23:00,MCP,"2nd district, Bethesda",DRIVING WHILE IMPAIRED BY ALCOHOL,WILSON LANE@ CORDELL AVE,,,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No
p2438,11/9/2014,18:16:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,EAST WEST HWY/WISCONSIN AVE,38.98391167,-77.094165,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
p2440,5/17/2012,0:41:00,MCP,"2nd district, Bethesda",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,NB 270/ DEMOCRACY BLVD,,,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes
p2441,1/28/2015,7:37:00,MCP,"2nd district, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,POOKS HILL ROAD AND LINDEN AVE,39.01335833,-77.10669833,No,Yes,No,No,No,No,No,No,No,Yes,Yes
p2448,2/7/2015,3:52:00,MCP,"2nd district, Bethesda",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,CONNECITCUT AVE AT EAST WEST HWY,38.98892333,-77.07724,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes
p2456,1/30/2012,15:47:00,MCP,"2nd district, Bethesda",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,27/BRINK RD,39.2158046,-77.23879145,No,No,No,No,No,Yes,Yes,No,No,No,No
p2472,1/19/2013,23:47:00,MCP,"2nd district, Bethesda",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,WISCONSIN AVE @ WEST VIRGINIA AVE,38.99524612,-77.0962718,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
p2473,10/12/2014,0:17:00,MCP,"2nd district, Bethesda",KNOWINGLY DRIVING UNINSURED VEHICLE,S.B WISCONSIN AVE @ BRADLEY,38.97831333,-77.09151167,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No
p2490,11/17/2015,22:52:00,MCP,"2nd district, Bethesda","OWNER KNOWINGLY PERMITTING VEH. TO BE DRIVEN ON HWY. IF REG. IS CANCELLED, SUSPENDED, REVOKED",DEMOCRACY BLVD/ FERNWOOD,38.95027667,-76.94196833,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes
